,open,high,low,close,volume
2021-04-26 11:40:00,2930000.0,2932000.0,2929000.0,2929000.0,35.23920324
2021-04-26 11:41:00,2929000.0,2932000.0,2926000.0,2932000.0,59.69408103
2021-04-26 11:42:00,2932000.0,2932000.0,2929000.0,2930000.0,24.68626007
2021-04-26 11:43:00,2930000.0,2932000.0,2927000.0,2932000.0,76.05865835
2021-04-26 11:44:00,2931000.0,2933000.0,2930000.0,2933000.0,32.84728635
2021-04-26 11:45:00,2933000.0,2933000.0,2930000.0,2931000.0,20.13729498
2021-04-26 11:46:00,2931000.0,2938000.0,2931000.0,2938000.0,76.89525819
2021-04-26 11:47:00,2937000.0,2942000.0,2933000.0,2940000.0,139.64573089
2021-04-26 11:48:00,2942000.0,2943000.0,2940000.0,2943000.0,71.8568777
2021-04-26 11:49:00,2943000.0,2948000.0,2942000.0,2948000.0,103.08578335
2021-04-26 11:50:00,2946000.0,2950000.0,2945000.0,2950000.0,88.83045531
2021-04-26 11:51:00,2950000.0,2950000.0,2946000.0,2948000.0,99.44673598
2021-04-26 11:52:00,2948000.0,2948000.0,2944000.0,2945000.0,30.08300695
2021-04-26 11:53:00,2944000.0,2945000.0,2940000.0,2943000.0,49.54308547
2021-04-26 11:54:00,2941000.0,2944000.0,2936000.0,2936000.0,47.58124855
2021-04-26 11:55:00,2940000.0,2945000.0,2936000.0,2945000.0,107.22919507
2021-04-26 11:56:00,2944000.0,2948000.0,2944000.0,2945000.0,44.0835783
2021-04-26 11:57:00,2945000.0,2945000.0,2942000.0,2942000.0,281.07692083
2021-04-26 11:58:00,2942000.0,2943000.0,2940000.0,2940000.0,63.03660557
2021-04-26 11:59:00,2940000.0,2941000.0,2937000.0,2937000.0,12.69256743
2021-04-26 12:00:00,2939000.0,2946000.0,2938000.0,2945000.0,122.73205397
2021-04-26 12:01:00,2946000.0,2947000.0,2945000.0,2946000.0,80.36347179
2021-04-26 12:02:00,2946000.0,2947000.0,2945000.0,2947000.0,33.1082288
2021-04-26 12:03:00,2947000.0,2948000.0,2946000.0,2947000.0,35.59906947
2021-04-26 12:04:00,2946000.0,2947000.0,2944000.0,2945000.0,49.43327063
2021-04-26 12:05:00,2945000.0,2945000.0,2942000.0,2942000.0,46.26009337
2021-04-26 12:06:00,2942000.0,2942000.0,2940000.0,2941000.0,42.96653562
2021-04-26 12:07:00,2940000.0,2942000.0,2937000.0,2941000.0,60.79769786
2021-04-26 12:08:00,2941000.0,2941000.0,2938000.0,2939000.0,19.53455221
2021-04-26 12:09:00,2939000.0,2940000.0,2938000.0,2939000.0,29.21855533
2021-04-26 12:10:00,2939000.0,2940000.0,2938000.0,2940000.0,71.12728402
2021-04-26 12:11:00,2940000.0,2941000.0,2939000.0,2941000.0,105.44214456
2021-04-26 12:12:00,2941000.0,2942000.0,2940000.0,2942000.0,16.59102429
2021-04-26 12:13:00,2942000.0,2945000.0,2941000.0,2945000.0,30.89340839
2021-04-26 12:14:00,2943000.0,2945000.0,2943000.0,2945000.0,43.99349183
2021-04-26 12:15:00,2944000.0,2945000.0,2942000.0,2945000.0,34.02553256
2021-04-26 12:16:00,2945000.0,2945000.0,2938000.0,2939000.0,78.17585389
2021-04-26 12:17:00,2940000.0,2941000.0,2938000.0,2938000.0,53.96180606
2021-04-26 12:18:00,2939000.0,2939000.0,2933000.0,2935000.0,117.24610638
2021-04-26 12:19:00,2934000.0,2935000.0,2929000.0,2929000.0,136.90404495
2021-04-26 12:20:00,2931000.0,2931000.0,2927000.0,2930000.0,77.55837421
2021-04-26 12:21:00,2930000.0,2934000.0,2928000.0,2934000.0,181.25423294
2021-04-26 12:22:00,2932000.0,2935000.0,2930000.0,2932000.0,80.86204227
2021-04-26 12:23:00,2932000.0,2934000.0,2929000.0,2930000.0,122.68336787
2021-04-26 12:24:00,2930000.0,2930000.0,2926000.0,2926000.0,245.2800899
2021-04-26 12:25:00,2926000.0,2926000.0,2924000.0,2926000.0,184.97721903
2021-04-26 12:26:00,2926000.0,2931000.0,2924000.0,2930000.0,108.25209627
2021-04-26 12:27:00,2926000.0,2929000.0,2924000.0,2927000.0,82.20014483
2021-04-26 12:28:00,2927000.0,2927000.0,2923000.0,2923000.0,36.97893936
2021-04-26 12:29:00,2924000.0,2924000.0,2916000.0,2917000.0,88.09305813
2021-04-26 12:30:00,2916000.0,2917000.0,2912000.0,2915000.0,113.46264792
2021-04-26 12:31:00,2912000.0,2914000.0,2904000.0,2911000.0,390.98114957
2021-04-26 12:32:00,2911000.0,2915000.0,2904000.0,2913000.0,169.58444098
2021-04-26 12:33:00,2913000.0,2915000.0,2912000.0,2915000.0,119.90843939
2021-04-26 12:34:00,2915000.0,2921000.0,2914000.0,2920000.0,88.0515994
2021-04-26 12:35:00,2920000.0,2920000.0,2917000.0,2920000.0,102.60816226
2021-04-26 12:36:00,2920000.0,2920000.0,2918000.0,2919000.0,43.32535107
2021-04-26 12:37:00,2919000.0,2920000.0,2918000.0,2920000.0,52.32832896
2021-04-26 12:38:00,2920000.0,2922000.0,2919000.0,2921000.0,58.86096701
2021-04-26 12:39:00,2921000.0,2925000.0,2920000.0,2923000.0,34.68096127
2021-04-26 12:40:00,2925000.0,2926000.0,2923000.0,2926000.0,33.13942794
2021-04-26 12:41:00,2926000.0,2930000.0,2925000.0,2929000.0,93.75842501
2021-04-26 12:42:00,2929000.0,2932000.0,2929000.0,2929000.0,55.85465079
2021-04-26 12:43:00,2932000.0,2932000.0,2928000.0,2928000.0,54.48276696
2021-04-26 12:44:00,2929000.0,2929000.0,2927000.0,2928000.0,26.68836677
2021-04-26 12:45:00,2929000.0,2930000.0,2928000.0,2929000.0,52.79311734
2021-04-26 12:46:00,2930000.0,2935000.0,2929000.0,2935000.0,93.86512154
2021-04-26 12:47:00,2935000.0,2940000.0,2934000.0,2938000.0,172.2084898
