,open,high,low,close,volume
2021-04-26 16:50:00,37930.0,37930.0,37830.0,37840.0,7601.06574268
2021-04-26 16:51:00,37840.0,37860.0,37830.0,37840.0,3714.89681569
2021-04-26 16:52:00,37840.0,37860.0,37830.0,37830.0,4665.4720601
2021-04-26 16:53:00,37840.0,37940.0,37830.0,37910.0,4905.96783764
2021-04-26 16:54:00,37900.0,37930.0,37860.0,37870.0,3954.06400548
2021-04-26 16:55:00,37870.0,37940.0,37810.0,37890.0,6337.71326038
2021-04-26 16:56:00,37890.0,37890.0,37810.0,37810.0,4089.89368166
2021-04-26 16:57:00,37810.0,37900.0,37800.0,37890.0,4449.30808615
2021-04-26 16:58:00,37900.0,37900.0,37880.0,37890.0,2208.6799616
2021-04-26 16:59:00,37890.0,37890.0,37820.0,37850.0,1924.0548366
2021-04-26 17:00:00,37850.0,37930.0,37830.0,37930.0,6958.37878852
2021-04-26 17:01:00,37920.0,37960.0,37860.0,37950.0,4492.40701628
2021-04-26 17:02:00,37920.0,37950.0,37790.0,37790.0,6255.39880622
2021-04-26 17:03:00,37790.0,37870.0,37780.0,37800.0,5473.59471954
2021-04-26 17:04:00,37790.0,37890.0,37770.0,37770.0,7198.21500637
2021-04-26 17:05:00,37770.0,37800.0,37760.0,37770.0,4507.10600623
2021-04-26 17:06:00,37770.0,37900.0,37700.0,37750.0,12989.72547567
2021-04-26 17:07:00,37790.0,37900.0,37700.0,37790.0,5201.46227303
2021-04-26 17:08:00,37790.0,37790.0,37720.0,37720.0,2114.51743828
2021-04-26 17:09:00,37720.0,37730.0,37610.0,37610.0,6732.37888702
2021-04-26 17:10:00,37650.0,37750.0,37600.0,37650.0,8474.07888628
2021-04-26 17:11:00,37650.0,37740.0,37640.0,37650.0,6304.65692987
2021-04-26 17:12:00,37660.0,37690.0,37610.0,37630.0,4964.80968303
2021-04-26 17:13:00,37620.0,37630.0,37540.0,37550.0,12365.27333038
2021-04-26 17:14:00,37550.0,37550.0,37500.0,37500.0,9888.34431067
2021-04-26 17:15:00,37510.0,37600.0,37500.0,37600.0,7050.08183775
2021-04-26 17:16:00,37600.0,37600.0,37580.0,37590.0,11092.76761423
2021-04-26 17:17:00,37590.0,37600.0,37570.0,37590.0,5558.0705888
2021-04-26 17:18:00,37580.0,37580.0,37500.0,37500.0,7511.02243718
2021-04-26 17:19:00,37500.0,37510.0,37430.0,37430.0,9718.29174589
2021-04-26 17:20:00,37430.0,37480.0,37370.0,37380.0,18851.98089004
2021-04-26 17:21:00,37390.0,37390.0,37200.0,37260.0,22028.15847743
2021-04-26 17:22:00,37260.0,37460.0,37240.0,37400.0,17081.24789913
